Date,Close,High,Low,Open,Volume
2017-02-24,3.4184281826019287,3.4184281826019287,3.4184281826019287,3.4184281826019287,5200
2017-03-01,3.371472120285034,3.418428554504886,3.371472120285034,3.418428554504886,17200
2017-03-02,3.371472120285034,3.371472120285034,3.371472120285034,3.371472120285034,0
2017-03-03,3.521733045578003,3.5686894861857095,3.4747766049702964,3.5686894861857095,7200
2017-03-06,3.6062543392181396,3.662601917729699,3.474776178358945,3.531123756870504,22800
2017-03-07,3.4522368907928467,3.5686890054421703,3.3996459136763213,3.3996459136763213,13600
2017-03-08,3.4747767448425293,3.568689629838273,3.354568366687729,3.4221854002751915,16400
2017-03-09,3.5668110847473145,3.568689385308433,3.311367940422335,3.3620809808249468,6800
2017-03-10,3.5104634761810303,3.56493275907297,3.3808636043703895,3.399646251600065,26000
2017-03-13,3.455993413925171,3.455993413925171,3.455993413925171,3.455993413925171,2400
2017-03-14,3.491680860519409,3.568689392433028,3.47477651368479,3.529246155318385,3600
2017-03-15,3.508585214614868,3.508585214614868,3.474776520875665,3.474776520875665,6400
2017-03-16,3.493558883666992,3.5668108086340684,3.474776237759001,3.474776237759001,3200
2017-03-17,3.493558883666992,3.5499064631417934,3.474776237759001,3.474776237759001,4400
2017-03-20,3.2869505882263184,3.4372110432455623,3.2869505882263184,3.4372110432455623,8000
2017-03-21,3.194915533065796,3.2869500926706796,3.194915533065796,3.2869500926706796,10000
2017-03-22,3.491680860519409,3.493559161084278,3.343298340137577,3.343298340137577,623200
2017-03-23,3.3620798587799072,3.4879230883829386,3.3620798587799072,3.414671182192053,12000
2017-03-24,3.354567289352417,3.435332401830531,3.350810689179223,3.365836731622888,46800
2017-03-27,3.3432977199554443,3.3620803638707497,3.3432977199554443,3.3620803638707497,1600
2017-03-28,3.512341260910034,3.5123412609100337,3.37147196474919,3.37147196474919,61200
2017-03-29,3.5292460918426514,3.5686893282478827,3.4991936415944624,3.527367791311565,85200
2017-03-30,3.549906015396118,3.57807980157999,3.4747757994894157,3.52924542992748,349200
2017-03-31,3.5686895847320557,3.5818373311454033,3.52736804482593,3.52736804482593,390400
2017-04-03,3.6156463623046875,3.615646362304688,3.5123423238242557,3.5499072658856607,105200
2017-04-04,3.735853672027588,3.735853672027588,3.549906241472959,3.549906241472959,24000
2017-04-05,3.6776278018951416,3.7264625349881313,3.611888724337304,3.611888724337304,18000
2017-04-06,3.4747767448425293,3.598741724376973,3.4747767448425293,3.579959075727979,74000
2017-04-07,3.578080177307129,3.5780801773071285,3.5405152445337222,3.546149787412692,9200
2017-04-10,3.5668110847473145,3.6156458245888072,3.5104635009105456,3.514219743783583,19600
2017-04-11,3.5160975456237793,3.568688879127991,3.4785326144771855,3.566810578833289,11600
2017-04-12,3.5855937004089355,3.5855937004089355,3.4747764760270554,3.4747764760270554,27600
2017-04-13,3.4578723907470703,3.4954376879783955,3.3996465024628186,3.4954376879783955,39544400
2017-04-17,3.455993413925171,3.49355870380717,3.2700459813325016,3.2700459813325016,4008000
2017-04-18,3.3808629512786865,3.4559931674350537,3.3620803076773123,3.4559931674350537,3004400
2017-04-19,3.2850723266601562,3.455993730612088,3.1930377520898223,3.30761157430455,6914000
2017-04-20,3.2869505882263184,3.3714723180803827,3.2080637597789194,3.2080637597789194,2558400
2017-04-24,3.3432977199554443,3.382741308002499,3.3432977199554443,3.382741308002499,8001600
2017-04-25,3.3432977199554443,3.3432977199554443,3.3432977199554443,3.3432977199554443,0
2017-04-26,3.3808629512786865,3.3808629512786865,3.3808629512786865,3.3808629512786865,400
2017-04-27,3.3808629512786865,3.3808629512786865,3.3808629512786865,3.3808629512786865,0
2017-04-28,3.3808629512786865,3.3808629512786865,3.3808629512786865,3.3808629512786865,0
2017-05-02,3.4372105598449707,3.4372105598449707,3.3245154135542894,3.38086298669963,51600
2017-05-03,3.5686895847320557,3.5686895847320557,3.427820259018948,3.493559349334909,6040400
2017-05-04,3.4822890758514404,3.51046286264734,3.418428301381195,3.51046286264734,6047600
2017-05-05,3.493558883666992,3.493558883666992,3.437210945943018,3.474776237759001,11200
2017-05-08,3.493558883666992,3.493558883666992,3.3808633664682173,3.3808633664682173,1600
2017-05-09,3.521733045578003,3.521733045578003,3.4409679104128736,3.4935592528632213,21200
2017-05-10,3.521733045578003,3.6344285746863414,3.521733045578003,3.521733045578003,6203200
2017-05-11,3.5668110847473145,3.566811084747314,3.521732946028059,3.521732946028059,11200
2017-05-12,3.5686895847320557,3.5686895847320557,3.4127942119395187,3.5686895847320557,1600
2017-05-15,3.5686895847320557,3.5686895847320557,3.5686895847320557,3.5686895847320557,0
2017-05-16,3.5311238765716553,3.531123876571655,3.531123876571655,3.531123876571655,400
2017-05-17,3.5311238765716553,3.531123876571655,3.455993649926356,3.4935589423735953,45200
2017-05-18,3.1479594707489014,3.3958893922262825,3.063437743768353,3.3958893922262825,527200
2017-05-19,3.2587766647338867,3.298219898223718,3.2306028753484117,3.298219898223718,14400
2017-05-22,3.155472993850708,3.155472993850708,3.061560102864089,3.061560102864089,30000
2017-05-23,3.0671939849853516,3.2118198749744993,3.0671939849853516,3.1554719441772203,17200
