Date,Close,High,Low,Open,Volume
2015-10-05,24.94183349609375,25.213151699947826,24.78679505052115,24.854624139433653,2127300
2015-10-06,24.612377166748047,25.116253055943897,24.612377166748047,24.95152447094541,1680700
2015-10-07,25.465085983276367,25.465085983276367,24.311986092555244,24.835240309254814,2444100
2015-10-08,25.436017990112305,25.581366294700725,25.087180580536923,25.290669685523888,1410200
2015-10-09,25.687955856323242,25.687955856323242,25.15500960975483,25.436017933106097,1518200
2015-10-13,24.86431121826172,25.56198413761625,24.86431121826172,25.193768336674538,1776900
2015-10-14,24.30229377746582,25.329423701853877,24.30229377746582,24.854618342012195,5592700
2015-10-15,25.106563568115234,25.155012392160415,24.28292062191802,24.52516843855225,1562500
2015-10-16,25.62981605529785,25.77516435474601,24.94183139387751,25.1065599594398,1689700
2015-10-19,25.62981605529785,25.959273186422426,25.358497874311762,25.77516435474601,1136500
2015-10-20,25.581371307373047,25.84299941582064,25.310054911831248,25.629821983865746,1095300
2015-10-21,25.726713180541992,26.18214018419537,25.542606200711433,25.542606200711433,1134200
2015-10-22,26.094932556152344,26.15307150897184,25.600746836676656,25.852684763166458,1820000
2015-10-23,26.36624526977539,27.073610132497205,26.220896983644842,27.073610132497205,1979900
2015-10-26,25.755788803100586,26.51160268606444,25.591060207385553,26.51160268606444,1713500
2015-10-27,26.98640251159668,27.083301991262424,25.32942676910358,25.746093237923596,2713500
2015-10-28,26.957332611083984,27.189890257654344,26.44376850131757,26.89919366149237,188000
2015-10-29,27.17051124572754,27.71314574252469,26.64725516623454,26.64725516623454,1908300
2015-10-30,27.4030704498291,28.081363147453157,27.08330344352823,27.180201080185988,1843700
2015-11-03,28.507720947265625,28.56585990129808,27.364311044804573,27.422449998837024,2945200
2015-11-04,27.422447204589844,28.972833323707437,27.325549573810612,28.517408175152003,1906500
2015-11-05,27.6840763092041,27.887565407723145,27.335238910716548,27.422448260338435,1201500
2015-11-06,27.238338470458984,27.72283398591672,26.967020316449315,27.519344908358534,1279700
2015-11-09,26.889503479003906,27.693766031654967,26.695704516450256,27.42244785372063,961000
2015-11-10,26.889503479003906,27.112370992197892,26.45345673736013,26.61818530106957,1104600
2015-11-11,26.94764518737793,27.635629911495514,26.71508751742671,26.71508751742671,2111300
2015-11-12,26.540664672851562,27.248029554774572,26.530974540419326,26.947640993986585,2132000
2015-11-13,27.499967575073242,27.664696141813526,26.337179322968826,26.695705007624554,2072100
2015-11-16,27.945703506469727,28.197641414566235,27.218960180569585,27.62593651700182,1895500
2015-11-17,27.829423904418945,28.488338152340656,27.645316924949654,28.33329972320659,1749100
