Date,Close,High,Low,Open,Volume
2015-10-05,6.180508136749268,6.321884272059025,6.065807437805713,6.1324938655264445,26285784
2015-10-06,6.239191055297852,6.268533704656346,6.119155402461194,6.156500248409272,22642250
2015-10-07,6.463259696960449,6.604635299590803,6.2898747586094625,6.375233888529026,35821601
2015-10-08,6.468593597412109,6.521942841913605,6.359227889543429,6.383234481730536,27302164
2015-10-09,6.3992390632629395,6.583294460368368,6.295208339680093,6.5646217661471296,26861470
2015-10-13,6.049802780151367,6.255197033562146,5.932434326317395,6.255197033562146,41135221
2015-10-14,6.017790794372559,6.132491448101169,5.948437174833587,6.009788599256114,51218025
2015-10-15,5.996452808380127,6.068473662614706,5.871081630953542,6.031129355737931,20802094
2015-10-16,5.8817524909973145,5.993785969637026,5.828403241206913,5.985783771448006,29063450
2015-10-19,5.873748779296875,5.980447251384272,5.857743846244201,5.903090886160837,30396585
2015-10-20,5.735039710998535,5.93243167837793,5.700362093336477,5.908424013719824,28517100
2015-10-21,5.74304723739624,5.804398712932155,5.6683580378229665,5.73504503561297,20449837
2015-10-22,5.828404903411865,5.8977591101581455,5.764385677245979,5.783058379676779,22130127
2015-10-23,5.748378753662109,5.988450633815969,5.7350421180074,5.969778478621526,21532969
2015-10-26,5.7057013511657715,5.841742542848318,5.617675524828225,5.788393278595859,23713477
2015-10-27,5.729710102081299,5.745715046580638,5.644350938883763,5.708370176082181,25977957
2015-10-28,5.980447769165039,5.993784944131045,5.929765747176184,5.961775075254317,3599953
2015-10-29,5.612340450286865,5.887088967303952,5.612340450286865,5.735043918251242,31270957
2015-10-30,5.601667404174805,5.695028698830585,5.561655343493966,5.663018833966503,29438879
2015-11-03,5.897758960723877,5.908428380815487,5.585666119870944,5.655019784061135,36077768
2015-11-04,5.780013084411621,6.020290589590786,5.731957583375788,6.009612010342995,36021220
2015-11-05,5.937534809112549,5.937534809112549,5.750652174792023,5.801377237012662,24549158
2015-11-06,5.852099895477295,5.90816449518033,5.780016065482885,5.90282493217099,30273072
2015-11-09,5.721280097961426,5.8494284981894955,5.699922392098902,5.822730689282301,31971644
2015-11-10,5.691915988922119,5.715943216309794,5.539740301219265,5.7132737047989925,23922663
