Date,Close,High,Low,Open,Volume
2015-10-05,5.430254936218262,5.475669432942408,5.326450774446042,5.417279365725649,3415360
2015-10-06,5.417281150817871,5.48215942682819,5.3134777591779265,5.368623147605565,3137940
2015-10-07,5.462693691253662,5.585960391489345,5.4205230915788984,5.511351673325129,4400500
2015-10-08,5.271305084228516,5.4756691005764875,5.261573004781094,5.436742391461448,4895280
2015-10-09,5.177231788635254,5.3524007590977885,5.050720396326689,5.3524007590977885,5965440
2015-10-13,5.300500392913818,5.313476366449773,5.170745081410116,5.222646964710369,5886400
2015-10-14,5.238868236541748,5.339428949335401,5.225892660697406,5.297258327841289,5135520
2015-10-15,5.251843452453613,5.281038091698062,5.122087310670408,5.281038091698062,3016000
2015-10-16,5.190208911895752,5.284281410720542,5.1447948101365855,5.284281410720542,3809520
2015-10-19,5.161014080047607,5.251843500782323,5.138307227574925,5.190209523898307,3874780
2015-10-20,5.173988342285156,5.196695589404296,5.057208214243864,5.1610123703341255,4436380
2015-10-21,5.079916954040527,5.186965838368843,5.057209700249111,5.186965838368843,2705040
2015-10-22,5.1415510177612305,5.161014380013739,5.076673545755021,5.079917439463773,3042000
2015-10-23,5.1415510177612305,5.248599107981208,5.122087655508722,5.144795715807623,3302000
2015-10-26,5.07667350769043,5.1675029330232585,5.028015504592813,5.112356740387966,3027180
2015-10-27,5.0636982917785645,5.102625012566881,5.008551701826334,5.099380314830289,5716360
2015-10-28,4.917722702026367,4.959892907279436,4.891771961166293,4.959892907279436,1327820
2015-10-29,4.713357925415039,4.95340479562122,4.713357925415039,4.882039955530671,7052500
2015-10-30,4.6711883544921875,4.7749925401475695,4.629017740688623,4.732821926344004,5552820
2015-11-03,4.667944431304932,4.7263345115830395,4.515482248249646,4.7036272581415535,13520000
2015-11-04,4.661457061767578,4.833382605468485,4.645237192802719,4.667944446317233,5850000
2015-11-05,4.9923319816589355,5.021527422938389,4.667944266881854,4.667944266881854,7158060
2015-11-06,4.885281562805176,5.0345001778193685,4.869062104415746,4.9890856943289625,5359640
2015-11-09,4.839869499206543,4.966380925217665,4.8268935249167955,4.8885274924915985,4523480
2015-11-10,4.6938958168029785,4.839870635260004,4.544677506723098,4.836626741468318,10455640
2015-11-11,4.716601848602295,4.729577420399719,4.5771152561174375,4.690651107176173,5462860
2015-11-12,4.622530460357666,4.716602565857105,4.6063105909756,4.713358672414449,6538480
2015-11-13,4.557649612426758,4.664697623894376,4.515479427405287,4.635502199825084,7088120
2015-11-16,4.6063079833984375,4.645234682674356,4.551161826090887,4.564137794684753,4691440
2015-11-17,4.677674293518066,4.736064356124842,4.619285035248599,4.622528927615643,5218980
2015-11-18,4.583603858947754,4.713358795710649,4.583603858947754,4.687408049659349,3266900
2015-11-19,4.768504619598389,4.781479790543531,4.599822973455102,4.609554251121767,6540040
2015-11-23,4.768504619598389,4.839869869556123,4.736065686813616,4.797699256935918,4542460
2015-11-24,4.9015045166015625,4.914480091501725,4.739309830349536,4.739309830349536,6020820
2015-11-25,5.008552074432373,5.021528051162595,4.852846386201892,4.898260494998015,5773560
2015-11-26,4.9793548583984375,5.021525453911394,4.901501853466198,5.021525453911394,2773940
2015-11-27,5.079916954040527,5.079916954040527,4.9404303422308224,4.963137596022238,4601220
2015-11-30,4.930697917938232,5.3102322127689705,4.930697917938232,5.079916601765222,15144220
2015-12-01,5.154524803161621,5.154524803161621,4.9825993140347995,4.995574481184197,6023940
2015-12-02,5.212915420532227,5.23562266925828,5.060453269137538,5.138305889003765,8338720
2015-12-03,5.3524017333984375,5.3751089826944245,5.164256757854812,5.229135015154904,6073860
2015-12-04,5.060454845428467,5.349159774771351,5.060454845428467,5.349159774771351,5639660
2015-12-07,5.229135513305664,5.248598067361765,5.063697771297688,5.063697771297688,3078920
2015-12-08,5.037744045257568,5.238864942205922,5.037744045257568,5.229133668610797,4248140
2015-12-09,5.011794090270996,5.180475692030657,4.982599460615179,5.0993787835757685,9145760
2015-12-10,5.190208911895752,5.255086774649917,4.998820021108463,5.011795191490546,4011800
